0,27,22,28,83,37,5,42,35,41,34,2,17,20,34,33,44,31,30,32,28,17,6,48,28,41,15,39,26,27,19,25,29,45,36,48,39,23,33,52,48,52,48,67,41,41,70,25,37,20,23,79,48,26,44,24,15,3,25,24,35,26,29,51,25,26,13,33,64,32,57,30,31,61,27,42,22,32,54,11,38,39,37,53,50,29,27,43,35,52,35,74,22,44,39,48,62,31
25,0,9,15,70,24,22,29,22,14,21,23,10,25,21,20,31,18,3,19,15,22,31,35,15,28,12,26,13,14,8,12,16,32,23,35,26,10,20,39,35,39,35,54,28,28,57,12,24,7,28,66,35,13,31,11,20,28,12,3,8,31,16,38,12,13,14,20,51,19,44,17,18,48,14,29,9,5,41,16,11,26,24,40,37,16,14,30,22,39,22,61,5,31,26,35,49,18
20,9,0,10,62,16,17,20,17,23,12,18,5,20,13,11,22,9,12,11,10,17,26,27,6,20,7,21,4,5,3,3,7,23,14,30,17,1,11,30,26,31,26,46,23,19,49,3,19,2,23,58,27,4,22,2,15,23,3,6,17,26,7,29,7,8,9,15,43,10,35,12,10,39,5,20,4,14,33,11,20,17,15,31,29,7,5,25,13,31,14,53,4,23,17,26,41,9
26,15,10,0,55,9,23,29,13,29,22,24,11,26,6,20,32,19,18,4,6,23,32,20,15,13,13,17,13,8,9,12,6,33,24,26,26,11,21,40,36,24,35,39,19,29,42,13,15,8,29,51,20,9,31,11,21,29,13,12,23,32,17,38,3,4,15,11,36,20,44,8,3,48,15,30,10,20,26,17,26,27,24,40,22,17,15,21,22,24,7,46,10,16,27,36,34,18
81,70,62,55,0,46,78,78,68,84,72,79,66,81,49,69,82,69,73,51,61,78,87,49,64,42,68,72,62,57,64,61,55,83,74,81,75,61,71,90,86,31,84,16,74,79,13,63,70,63,84,4,35,58,80,60,76,84,63,67,78,87,67,87,58,59,70,66,19,70,93,63,52,97,65,80,62,75,29,72,81,77,73,89,33,67,65,76,71,53,48,9,65,45,77,86,21,67
35,24,16,9,46,0,32,32,22,38,26,33,20,35,3,23,36,23,27,5,15,32,41,11,18,4,22,26,16,11,18,15,9,37,28,35,29,15,25,44,40,15,38,30,28,33,33,17,24,17,38,42,11,12,34,14,30,38,17,21,32,41,21,41,12,13,24,20,27,24,47,17,6,51,19,34,16,29,17,26,35,31,27,43,13,21,19,30,25,15,2,37,19,7,31,40,25,21
3,22,17,23,78,32,0,37,30,36,29,1,12,15,29,28,39,26,25,27,23,12,9,43,23,36,10,34,21,22,14,20,24,40,31,43,34,18,28,47,43,47,43,62,36,36,65,20,32,15,18,74,43,21,39,19,10,6,20,19,30,21,24,46,20,21,8,28,59,27,52,25,26,56,22,37,17,27,49,6,33,34,32,48,45,24,22,38,30,47,30,69,17,39,34,43,57,26
40,29,20,29,78,32,37,0,37,43,30,38,25,40,29,9,40,27,32,27,30,37,46,43,14,36,27,41,16,21,23,19,23,41,32,50,3,19,29,48,44,47,6,62,43,37,65,21,39,22,43,74,43,20,2,18,35,43,21,26,37,46,25,9,27,28,29,35,59,28,15,32,26,19,23,38,20,34,49,31,40,35,5,11,45,25,23,45,7,47,30,69,24,39,35,44,57,11
33,22,17,13,68,22,30,37,0,36,29,31,18,33,19,28,39,26,25,17,7,30,39,33,23,26,20,4,21,21,16,20,19,40,31,13,34,18,28,47,43,37,43,52,6,36,55,20,2,15,36,64,33,21,39,19,28,36,20,19,30,39,24,46,10,9,22,2,49,27,52,5,16,56,22,37,17,27,39,24,33,34,32,48,35,24,22,8,30,37,20,59,17,29,34,43,47,26
39,14,23,29,84,38,36,43,36,0,35,37,24,39,35,34,45,32,11,33,29,36,45,49,29,42,26,40,27,28,22,26,30,46,37,49,40,24,34,53,49,53,49,68,42,42,71,26,38,21,42,80,49,27,45,25,34,42,26,17,6,45,30,52,26,27,28,34,65,33,58,31,32,62,28,43,23,9,55,30,3,40,38,54,51,30,28,44,36,53,36,75,19,45,40,49,63,32
32,21,12,22,72,26,29,30,29,35,0,30,17,32,23,21,11,8,24,21,22,29,38,37,16,30,19,33,14,15,15,13,17,12,3,42,27,11,6,19,15,41,36,56,35,8,59,9,31,14,35,68,37,14,32,12,27,35,13,18,29,38,5,39,19,20,21,27,53,2,45,24,20,49,12,9,14,26,43,23,32,6,25,41,39,10,7,37,23,41,24,63,16,33,6,15,51,19
2,25,20,26,81,35,3,40,33,39,32,0,15,18,32,31,42,29,28,30,26,15,8,46,26,39,13,37,24,25,17,23,27,43,34,46,37,21,31,50,46,50,46,65,39,39,68,23,35,18,21,77,46,24,42,22,13,5,23,22,33,24,27,49,23,24,11,31,62,30,55,28,29,59,25,40,20,30,52,9,36,37,35,51,48,27,25,41,33,50,33,72,20,42,37,46,60,29
15,10,5,11,66,20,12,25,18,24,17,13,0,15,17,16,27,14,13,15,11,12,21,31,11,24,2,22,9,10,2,8,12,28,19,31,22,6,16,35,31,35,31,50,24,24,53,8,20,3,18,62,31,9,27,7,10,18,8,7,18,21,12,34,8,9,4,16,47,15,40,13,14,44,10,25,5,15,37,6,21,22,20,36,33,12,10,26,18,35,18,57,5,27,22,31,45,14
18,25,20,26,81,35,15,40,33,39,32,16,15,0,32,31,42,29,28,30,26,3,24,46,26,39,13,37,24,25,17,23,27,43,34,46,37,21,31,50,46,50,46,65,39,39,68,23,35,18,3,77,46,24,42,22,5,21,23,22,33,6,27,49,23,24,11,31,62,30,55,28,29,59,25,40,20,30,52,9,36,37,35,51,48,27,25,41,33,50,33,72,20,42,37,46,60,29
32,21,13,6,49,3,29,29,19,35,23,30,17,32,0,20,33,20,24,2,12,29,38,14,15,7,19,23,13,8,15,12,6,34,25,32,26,12,22,41,37,18,35,33,25,30,36,14,21,14,35,45,14,9,31,11,27,35,14,18,29,38,18,38,9,10,21,17,30,21,44,14,3,48,16,31,13,26,20,23,32,28,24,40,16,18,16,27,22,18,1,40,16,10,28,37,28,18
31,20,11,20,69,23,28,9,28,34,21,29,16,31,20,0,31,18,23,18,21,28,37,34,5,27,18,32,7,12,14,10,14,32,23,41,6,10,20,39,35,38,15,53,34,28,56,12,30,13,34,65,34,11,11,9,26,34,12,17,28,37,16,18,18,19,20,26,50,19,24,23,17,28,14,29,11,25,40,22,31,26,4,20,36,16,14,36,2,38,21,60,15,30,26,35,48,2
42,31,22,32,82,36,39,40,39,45,11,40,27,42,33,31,0,13,34,31,32,39,48,47,26,40,29,43,24,25,25,23,27,17,8,52,37,21,11,24,4,51,46,66,45,3,69,20,41,24,45,78,47,24,42,22,37,45,19,28,39,48,16,49,29,30,31,37,63,13,55,34,30,59,17,14,24,36,53,33,42,11,35,51,49,15,18,47,33,51,34,73,26,43,5,20,61,29
29,18,9,19,69,23,26,27,26,32,8,27,14,29,20,18,13,0,21,18,19,26,35,34,13,27,16,30,11,12,12,10,14,14,5,39,24,8,2,21,17,38,33,53,32,10,56,10,28,11,32,65,34,11,29,9,24,32,6,15,26,35,13,36,16,17,18,24,50,10,42,21,17,46,4,11,11,23,40,20,29,8,22,38,36,2,12,34,20,38,21,60,13,30,8,17,48,16
28,3,12,18,73,27,25,32,25,11,24,26,13,28,24,23,34,21,0,22,18,25,34,38,18,31,15,29,16,17,11,15,19,35,26,38,29,13,23,42,38,42,38,57,31,31,60,15,27,10,31,69,38,16,34,14,23,31,15,6,5,34,19,41,15,16,17,23,54,22,47,20,21,51,17,32,12,2,44,19,8,29,27,43,40,19,17,33,25,42,25,64,8,34,29,38,52,21
30,19,11,4,51,5,27,27,17,33,21,28,15,30,2,18,31,18,22,0,10,27,36,16,13,9,17,21,11,6,13,10,4,32,23,30,24,10,20,39,35,20,33,35,23,28,38,12,19,12,33,47,16,7,29,9,25,33,12,16,27,36,16,36,7,8,19,15,32,19,42,12,1,46,14,29,11,24,22,21,30,26,22,38,18,16,14,25,20,20,3,42,14,12,26,35,30,16
26,15,10,6,61,15,23,30,7,29,22,24,11,26,12,21,32,19,18,10,0,23,32,26,16,19,13,11,14,14,9,13,12,33,24,20,27,11,21,40,36,30,36,45,13,29,48,13,9,8,29,57,26,14,32,12,21,29,13,12,23,32,17,39,3,2,15,5,42,20,45,2,9,49,15,30,10,20,32,17,26,27,25,41,28,17,15,15,23,30,13,52,10,22,27,36,40,19
15,22,17,23,78,32,12,37,30,36,29,13,12,3,29,28,39,26,25,27,23,0,21,43,23,36,10,34,21,22,14,20,24,40,31,43,34,18,28,47,43,47,43,62,36,36,65,20,32,15,6,74,43,21,39,19,2,18,20,19,30,9,24,46,20,21,8,28,59,27,52,25,26,56,22,37,17,27,49,6,33,34,32,48,45,24,22,38,30,47,30,69,17,39,34,43,57,26
6,33,28,34,89,43,11,48,41,47,40,8,23,26,40,39,50,37,36,38,34,23,0,54,34,47,21,45,32,33,25,31,35,51,42,54,45,29,39,58,54,58,54,73,47,47,76,31,43,26,29,85,54,32,50,30,21,3,31,30,41,32,35,57,31,32,19,39,70,38,63,36,37,67,33,48,28,38,60,17,44,45,43,59,56,35,33,49,41,58,41,80,28,50,45,54,68,37
46,35,27,20,49,11,43,43,33,49,37,44,31,46,14,34,47,34,38,16,26,43,52,0,29,7,33,37,27,22,29,26,20,48,39,46,40,26,36,55,51,18,49,33,39,44,36,28,35,28,49,45,14,23,45,25,41,49,28,32,43,52,32,52,23,24,35,31,30,35,58,28,17,62,30,45,27,40,20,37,46,42,38,54,16,32,30,41,36,4,13,40,30,4,42,51,28,32
26,15,6,15,64,18,23,14,23,29,16,24,11,26,15,5,26,13,18,13,16,23,32,29,0,22,13,27,2,7,9,5,9,27,18,36,11,5,15,34,30,33,20,48,29,23,51,7,25,8,29,60,29,6,16,4,21,29,7,12,23,32,11,23,13,14,15,21,45,14,29,18,12,33,9,24,6,20,35,17,26,21,9,25,31,11,9,31,7,33,16,55,10,25,21,30,43,3
39,28,20,13,42,4,36,36,26,42,30,37,24,39,7,27,40,27,31,9,19,36,45,7,22,0,26,30,20,15,22,19,13,41,32,39,33,19,29,48,44,11,42,26,32,37,29,21,28,21,42,38,7,16,38,18,34,42,21,25,36,45,25,45,16,17,28,24,23,28,51,21,10,55,23,38,20,33,13,30,39,35,31,47,9,25,23,34,29,11,6,33,23,3,35,44,21,25
13,12,7,13,68,22,10,27,20,26,19,11,2,13,19,18,29,16,15,17,13,10,19,33,13,26,0,24,11,12,4,10,14,30,21,33,24,8,18,37,33,37,33,52,26,26,55,10,22,5,16,64,33,11,29,9,8,16,10,9,20,19,14,36,10,11,2,18,49,17,42,15,16,46,12,27,7,17,39,4,23,24,22,38,35,14,12,28,20,37,20,59,7,29,24,33,47,16
37,26,21,17,72,26,34,41,4,40,33,35,22,37,23,32,43,30,29,21,11,34,43,37,27,30,24,0,25,25,20,24,23,44,35,13,38,22,32,51,47,41,47,56,2,40,59,24,2,19,40,68,37,25,43,23,32,40,24,23,34,43,28,50,14,13,26,6,53,31,56,9,20,60,26,41,21,31,43,28,37,38,36,52,39,28,26,8,34,41,24,63,21,33,38,47,51,30
24,13,4,13,62,16,21,16,21,27,14,22,9,24,13,7,24,11,16,11,14,21,30,27,2,20,11,25,0,5,7,3,7,25,16,34,13,3,13,32,28,31,22,46,27,21,49,5,23,6,27,58,27,4,18,2,19,27,5,10,21,30,9,25,11,12,13,19,43,12,31,16,10,35,7,22,4,18,33,15,24,19,11,27,29,9,7,29,9,31,14,53,8,23,19,28,41,5
25,14,5,8,57,11,22,21,21,28,15,23,10,25,8,12,25,12,17,6,14,22,31,22,7,15,12,25,5,0,8,4,2,26,17,34,18,4,14,33,29,26,27,41,27,22,44,6,23,7,28,53,22,1,23,3,20,28,6,11,22,31,10,30,11,12,14,19,38,13,36,16,5,40,8,23,5,19,28,16,25,20,16,32,24,10,8,29,14,26,9,48,9,18,20,29,36,10
17,8,3,9,64,18,14,23,16,22,15,15,2,17,15,14,25,12,11,13,9,14,23,29,9,22,4,20,7,8,0,6,10,26,17,29,20,4,14,33,29,33,29,48,22,22,51,6,18,1,20,60,29,7,25,5,12,20,6,5,16,23,10,32,6,7,6,14,45,13,38,11,12,42,8,23,3,13,35,8,19,20,18,34,31,10,8,24,16,33,16,55,3,25,20,29,43,12
21,10,3,11,61,15,18,19,18,24,13,19,6,21,12,10,23,10,13,10,11,18,27,26,5,19,8,22,3,4,4,0,6,24,15,31,16,2,12,31,27,30,25,45,24,20,48,4,20,3,24,57,26,3,21,1,16,24,4,7,18,27,8,28,8,9,10,16,42,11,34,13,9,38,6,21,1,15,32,12,21,18,14,30,28,8,6,26,12,30,13,52,5,22,18,27,40,8
27,16,7,6,55,9,24,23,19,30,17,25,12,27,6,14,27,14,19,4,12,24,33,20,9,13,14,23,7,2,10,6,0,28,19,32,20,6,16,35,31,24,29,39,25,24,42,8,21,9,30,51,20,3,25,5,22,30,8,13,24,33,12,32,9,10,16,17,36,15,38,14,3,42,10,25,7,21,26,18,27,22,18,34,22,12,10,27,16,24,7,46,11,16,22,31,34,12
43,32,23,33,83,37,40,41,40,46,12,41,28,43,34,32,17,14,35,32,33,40,49,48,27,41,30,44,25,26,26,24,28,0,9,53,38,22,12,7,21,52,47,67,46,14,70,21,42,25,46,79,48,25,43,23,38,46,20,29,40,49,17,50,30,31,32,38,64,14,56,35,31,60,18,3,25,37,54,34,43,6,36,52,50,16,19,48,34,52,35,74,27,44,12,3,62,30
34,23,14,24,74,28,31,32,31,37,3,32,19,34,25,23,8,5,26,23,24,31,40,39,18,32,21,35,16,17,17,15,19,9,0,44,29,13,3,16,12,43,38,58,37,5,61,12,33,16,37,70,39,16,34,14,29,37,11,20,31,40,8,41,21,22,23,29,55,5,47,26,22,51,9,6,16,28,45,25,34,3,27,43,41,7,10,39,25,43,26,65,18,35,3,12,53,21
46,35,30,26,81,35,43,50,13,49,42,44,31,46,32,41,52,39,38,30,20,43,52,46,36,39,33,13,34,34,29,33,32,53,44,0,47,31,41,60,56,50,56,65,15,49,68,33,11,28,49,77,46,34,52,32,41,49,33,32,43,52,37,59,23,22,35,15,62,40,65,18,29,69,35,50,30,40,52,37,46,47,45,61,48,37,35,5,43,50,33,72,30,42,47,56,60,39
37,26,17,26,75,29,34,3,34,40,27,35,22,37,26,6,37,24,29,24,27,34,43,40,11,33,24,38,13,18,20,16,20,38,29,47,0,16,26,45,41,44,9,59,40,34,62,18,36,19,40,71,40,17,5,15,32,40,18,23,34,43,22,12,24,25,26,32,56,25,18,29,23,22,20,35,17,31,46,28,37,32,2,14,42,22,20,42,4,44,27,66,21,36,32,41,54,8
21,10,1,11,61,15,18,19,18,24,11,19,6,21,12,10,21,8,13,10,11,18,27,26,5,19,8,22,3,4,4,2,6,22,13,31,16,0,10,29,25,30,25,45,24,18,48,2,20,3,24,57,26,3,21,1,16,24,2,7,18,27,6,28,8,9,10,16,42,9,34,13,9,38,4,19,3,15,32,12,21,16,14,30,28,6,4,26,12,30,13,52,5,22,16,25,40,8
31,20,11,21,71,25,28,29,28,34,6,29,16,31,22,20,11,2,23,20,21,28,37,36,15,29,18,32,13,14,14,12,16,12,3,41,26,10,0,19,15,40,35,55,34,8,58,12,30,13,34,67,36,13,31,11,26,34,8,17,28,37,11,38,18,19,20,26,52,8,44,23,19,48,6,9,13,25,42,22,31,6,24,40,38,4,13,36,22,40,23,62,15,32,6,15,50,18
50,39,30,40,90,44,47,48,47,53,19,48,35,50,41,39,24,21,42,39,40,47,56,55,34,48,37,51,32,33,33,31,35,7,16,60,45,29,19,0,28,59,54,74,53,21,77,28,49,32,53,86,55,32,50,30,45,53,27,36,47,56,24,57,37,38,39,45,71,21,63,42,38,67,25,10,32,44,61,41,50,13,43,59,57,23,26,55,41,59,42,81,34,51,19,4,69,37
46,35,26,36,86,40,43,44,43,49,15,44,31,46,37,35,4,17,38,35,36,43,52,51,30,44,33,47,28,29,29,27,31,21,12,56,41,25,15,28,0,55,50,70,49,7,73,24,45,28,49,82,51,28,46,26,41,49,23,32,43,52,20,53,33,34,35,41,67,17,59,38,34,63,21,18,28,40,57,37,46,15,39,55,53,19,22,51,37,55,38,77,30,47,9,24,65,33
50,39,31,24,31,15,47,47,37,53,41,48,35,50,18,38,51,38,42,20,30,47,56,18,33,11,37,41,31,26,33,30,24,52,43,50,44,30,40,59,55,0,53,15,43,48,18,32,39,32,53,27,4,27,49,29,45,53,32,36,47,56,36,56,27,28,39,35,12,39,62,32,21,66,34,49,31,44,2,41,50,46,42,58,2,36,34,45,40,22,17,22,34,14,46,55,10,36
46,35,26,35,84,38,43,6,43,49,36,44,31,46,35,15,46,33,38,33,36,43,52,49,20,42,33,47,22,27,29,25,29,47,38,56,9,25,35,54,50,53,0,68,49,43,71,27,45,28,49,80,49,26,4,24,41,49,27,32,43,52,31,3,33,34,35,41,65,34,9,38,32,13,29,44,26,40,55,37,46,41,11,5,51,31,29,51,13,53,36,75,30,45,41,50,63,17
65,54,46,39,16,30,62,62,52,68,56,63,50,65,33,53,66,53,57,35,45,62,71,33,48,26,52,56,46,41,48,45,39,67,58,65,59,45,55,74,70,15,68,0,58,63,3,47,54,47,68,12,19,42,64,44,60,68,47,51,62,71,51,71,42,43,54,50,3,54,77,47,36,81,49,64,46,59,13,56,65,61,57,73,17,51,49,60,55,37,32,7,49,29,61,70,5,51
39,28,23,19,74,28,36,43,6,42,35,37,24,39,25,34,45,32,31,23,13,36,45,39,29,32,26,2,27,27,22,26,25,46,37,15,40,24,34,53,49,43,49,58,0,42,61,26,4,21,42,70,39,27,45,25,34,42,26,25,36,45,30,52,16,15,28,8,55,33,58,11,22,62,28,43,23,33,45,30,39,40,38,54,41,30,28,10,36,43,26,65,23,35,40,49,53,32
39,28,19,29,79,33,36,37,36,42,8,37,24,39,30,28,3,10,31,28,29,36,45,44,23,37,26,40,21,22,22,20,24,14,5,49,34,18,8,21,7,48,43,63,42,0,66,17,38,21,42,75,44,21,39,19,34,42,16,25,36,45,13,46,26,27,28,34,60,10,52,31,27,56,14,11,21,33,50,30,39,8,32,48,46,12,15,44,30,48,31,70,23,40,2,17,58,26
68,57,49,42,13,33,65,65,55,71,59,66,53,68,36,56,69,56,60,38,48,65,74,36,51,29,55,59,49,44,51,48,42,70,61,68,62,48,58,77,73,18,71,3,61,66,0,50,57,50,71,9,22,45,67,47,63,71,50,54,65,74,54,74,45,46,57,53,6,57,80,50,39,84,52,67,49,62,16,59,68,64,60,76,20,54,52,63,58,40,35,4,52,32,64,73,8,54
23,12,3,13,63,17,20,21,20,26,9,21,8,23,14,12,20,10,15,12,13,20,29,28,7,21,10,24,5,6,6,4,8,21,12,33,18,2,12,28,24,32,27,47,26,17,50,0,22,5,26,59,28,5,23,3,18,26,4,9,20,29,4,30,10,11,12,18,44,7,36,15,11,40,6,18,5,17,34,14,23,15,16,32,30,8,2,28,14,32,15,54,7,24,15,24,42,10
35,24,19,15,70,24,32,39,2,38,31,33,20,35,21,30,41,28,27,19,9,32,41,35,25,28,22,2,23,23,18,22,21,42,33,11,36,20,30,49,45,39,45,54,4,38,57,22,0,17,38,66,35,23,41,21,30,38,22,21,32,41,26,48,12,11,24,4,51,29,54,7,18,58,24,39,19,29,41,26,35,36,34,50,37,26,24,6,32,39,22,61,19,31,36,45,49,28
